Alert Book for allief@tda on 7/19/23

Alert Book
Sent,Alert ID,Context,Trigger,Current,Options,Status
7/19/23 05:06:35,2304909701,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 06:38:29,2304930517,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 05:21:44,2304913183,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 05:03:33,2304909057,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 07:22:55,2304944246,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 08:18:28,2304965905,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 04:33:15,2304902813,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 05:41:56,2304917707,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 07:57:15,2304956090,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 06:09:13,2304923629,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 08:58:52,2304989072,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 01:25:45,2304862655,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 08:22:30,2304968311,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 06:31:26,2304928708,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 04:26:12,2304901415,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 08:59:52,2304989360,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 08:52:48,2304985179,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 04:50:26,2304906261,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 05:56:04,2304921155,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 06:28:23,2304928064,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 01:16:40,2304860791,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 07:20:54,2304943568,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 00:57:29,2304856000,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 05:12:39,2304910641,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 05:13:39,2304910785,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 08:38:40,2304976749,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 02:12:13,2304873067,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 08:51:47,2304984878,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 00:13:03,2304846672,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 06:01:08,2304922074,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 00:33:15,2304851230,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 00:56:28,2304855843,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 04:55:28,2304907523,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 05:02:33,2304908887,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 05:52:02,2304920265,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 07:49:11,2304953480,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 07:02:43,2304937510,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 05:07:36,2304909840,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 06:00:07,2304921773,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 08:03:19,2304958559,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 08:46:45,2304981438,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 03:55:54,2304892650,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 06:02:08,2304922294,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 07:23:56,2304944940,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 01:23:44,2304862307,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 01:41:55,2304865878,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 04:39:19,2304904261,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 05:15:40,2304911170,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 03:12:28,2304884021,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 05:50:01,2304919820,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 08:17:27,2304965112,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 05:22:45,2304913343,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 07:28:59,2304947079,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 08:04:20,2304959389,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 08:34:38,2304974283,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 05:25:46,2304913775,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 04:51:26,2304906400,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 02:00:05,2304870135,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 01:18:41,2304861163,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 08:12:25,2304963248,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 02:29:22,2304876578,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 04:18:07,2304899457,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 05:33:51,2304915338,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 04:14:05,2304898614,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 06:41:32,2304931219,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 09:04:55,2304993845,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,True,Reverse crossover: Silent,Submit at 7/19/23 09:05:55
7/19/23 03:54:53,2304892514,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 01:12:37,2304859443,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 00:39:18,2304852068,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 08:16:27,2304964866,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 01:45:57,2304866352,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
